start	end	text
108320	108500	I
108500	108700	got
108700	109000	that
109000	109720	exotic.
110220	110480	It's
110480	110600	so
110600	110900	so
110900	111980	hypnotic.
112120	112280	I
112280	112480	am
112480	112760	such
112760	112980	a
112980	113540	tyrant.
114440	114800	So
114800	114940	you
114940	115100	with
115100	115260	me
115260	115440	or
115440	115660	not?
116300	116540	Throw
116540	116680	it
116680	116880	back.
118480	118920	Shoot
118920	120100	up
120100	121020	the
121020	121040	bar.
121080	121340	To
121340	121460	tell
121460	122440	a
122440	122580	lie
122580	123000	we
123000	123020	don't
123020	123040	remember.
123040	123660	And
123660	124180	after
124180	124740	that,
124860	125010	stop.
125010	127020	Giddy
127020	127040	up
127040	127060	to
127060	127080	me.
128760	128980	At
128980	129000	a
129000	129020	scene
129020	129040	of
129040	129060	5'9".
129760	130100	To
130100	130800	confine
130800	131020	what
131020	131040	a
131040	131060	tragedy.
131060	131080	Trying
131080	131100	to
131100	131120	get
131120	131400	away.
132040	132060	Riding
132060	132120	you
132120	132240	while
132240	132360	we
132360	132560	trying
132560	132700	to
132700	132840	get
132840	133040	your
133040	133320	way.
134040	134060	That's
134060	134460	so
134460	134480	sexy
134480	134700	and
134700	134820	I
134820	135100	know
135100	135440	it.
136040	136060	And
136060	136180	I'm
136180	136580	afraid
136580	136800	to
136800	137000	show
137000	137280	it.
138040	138060	Baby
138060	138080	I'm
138080	138460	go-de-baby
138460	138740	I'm
138740	139180	go-ing.
140040	140060	Hey,
140180	140200	hey,
140280	140360	hey,
140360	140500	I'm
140500	140640	the
140640	141360	run-run.
142040	142060	Tie
142060	142080	me
142080	142100	on
142100	142180	the
142180	142360	shoulder
142360	142580	when
142580	142720	you
142720	142960	reload
142960	143160	the
143160	143360	gun.
146900	147020	Tyrant.
147020	147040	Every
147040	147060	time
147060	147080	I
147080	147100	ride
147100	147120	it,
147120	147140	every
147140	147160	time
147160	147340	I
147340	147740	ride
147740	148080	it.
148080	148500	Make
148500	148740	it
148740	148940	look
148940	149140	so
149140	149860	good.
150040	150360	Try
150360	150600	to
150600	151220	justify
151220	151880	it.
152100	152300	Boy
152300	152540	you
152540	152740	know
152740	153040	they're
153040	153340	looking
153340	153680	for
153680	153920	me.
154040	154200	How
154200	154400	we
154400	154760	gonna
154760	155340	hide
155340	155700	it?
156040	156140	Try
156140	156340	to
156340	156540	look
156540	157340	hydraulic.
158540	158680	You're
158680	158700	a
158700	159500	tyrant.
160040	160060	Did
160060	160300	you
160300	160600	get
160600	161220	used
161220	161500	to
161500	161660	the
161660	162200	haunting?
162540	162740	The
162740	163880	haunting.
165990	166410	The
166410	166790	haunting.
167370	167650	You're
167650	168210	just
168210	168630	sending
168630	168830	me.
182940	182960	She
182960	183200	got
183200	183460	that
183460	183960	water.
184940	184960	Hangman
184960	185120	got
185120	185380	that
185380	185920	water.
186940	186960	Don't
186960	186980	act
186980	187000	like
187000	187080	you
187080	187360	don't
187360	187640	know.
188940	190820	Giddy
190820	191640	up,
191640	191920	giddy
191920	191940	up.
191940	193640	Don't
193640	193920	pay
193920	193940	me
193940	193960	in
193960	193980	gold.
195140	195920	Giddy
195920	195940	up,
195940	195960	giddy
195960	195980	up.
195980	196120	Back
196120	197920	outside,
197920	197940	I'm
197940	197960	on
197960	197980	the
197980	198000	road.
199060	199660	Giddy
199660	199680	up,
199680	199920	giddy
199920	199940	up.
200600	201320	When
201320	201340	the
201340	201360	sun
201360	201920	goes
201920	201940	down.
201940	201960	Can't
201960	201980	hear
201980	202080	this
202080	202440	body
202440	203150	howl.
203150	204020	Giddy
204020	204200	up,
204300	204760	giddy
204760	204960	up.
205020	205660	Don't
205660	205840	dig
205840	205940	a
205940	206080	dent.
207640	208820	Can't
208820	209800	leave
209800	209920	me
209920	209940	alone.
211920	211940	If
211940	211960	I
211960	211980	do,
211980	212000	if
212000	212020	I
212020	212040	don't.
213920	213940	Okay.
213940	214520	Tyrant.
214940	214960	Every
214960	214980	time
214980	215000	I
215000	215020	ride
215020	215040	it,
215040	215300	every
215300	215640	time
215640	215900	I
215900	216260	ride
216260	216680	it.
216940	217120	Make
217120	217320	it
217320	217520	look
217520	217740	so
217740	218100	good.
218940	219380	Try
219380	219500	to
219500	219940	justify
219940	220460	it.
220940	220960	Boy
220960	221120	you
221120	221340	know
221340	221800	they're
221800	221940	looking
221940	222240	for
222240	222500	me.
222940	222960	How
222960	223020	we
223020	223360	gonna
223360	223900	hide
223900	224280	it?
224940	225660	Try
225660	226100	to
226100	226120	look
226120	226140	hydraulic.
226940	226960	I
226960	226980	am
226980	227040	such
227040	227260	a
227260	228080	tyrant.
229820	229840	Every
229840	229860	time
229860	229880	I
229880	229900	ride
229900	229960	it,
230240	230500	every
230500	230840	time
230840	231120	I
231120	231500	ride
231500	231920	it.
232100	232260	In
232260	232420	the
232420	232560	end,
232640	232760	this
232760	232980	will
232980	233280	sit
233280	233560	up
233560	233760	in
233760	233840	the
233840	233920	snare.
234100	234440	Oh
234440	234680	boy,
234780	234920	I
234920	235240	got
235240	235700	it.
235960	236120	Just
236120	236480	relax,
236620	236820	I
236820	237140	got
237140	237560	this.
237760	237940	I
237940	238180	got
238180	238500	that
238500	239260	exotic.
239720	239920	This
239920	240280	hip's
240280	240420	so
240420	241420	hypnotic.
241640	241840	I
241840	242020	am
242020	242260	such
242260	242500	a
242500	243240	tyrant.
244300	244920	Answer
244920	245320	me
245320	245720	now.
246100	246320	You
246320	246660	owe
246660	246960	me
246960	247260	a
247260	247580	debt.
248020	248140	You
248140	248480	stole
248480	248860	him
248860	249120	from
249120	249480	me.
249740	250140	I
250140	250540	hate
250540	250820	it.
251100	252000	I
252000	252340	hate
252340	252780	you
252780	253260	now.
253880	254220	Just
254220	254600	tell
254600	254880	me
254880	255240	how.
255340	255620	Tell
255620	255880	me
255880	256360	how.
257600	257640	I
257640	257660	hate
257660	257680	it.
