start	end	text
148420	148600	I'm
148600	148820	begging
148820	149180	for
149180	149620	you
149620	149940	to
149940	150220	take
150220	150580	my
150580	151080	hand
151420	151720	Ripped
151720	152000	my
152000	152580	plans,
152920	153220	that's
153220	153460	my
153460	153940	man
154380	154400	You
154400	154460	know
154460	154640	that
154640	154880	my
154880	155340	train
155340	155660	could
155660	155960	take
155960	156280	you
156280	156740	home
157380	157760	Anywhere
157760	158340	else
158340	158580	is
158580	159420	hollow
160380	160400	I'm
160400	160420	begging
160420	160580	for
160580	161080	you
161080	161400	to
161400	161640	take
161640	162040	my
162040	162500	hand
163380	163400	Ripped
163400	163480	my
163480	163920	plans,
164340	164620	that's
164620	164920	my
164920	165400	man
166380	166400	The
166400	166420	more
166420	166440	that
166440	166460	you
166460	166720	say,
167080	167160	the
167160	167400	less
167400	167780	I
167780	168120	know
169880	169940	I
169940	170860	follow,
171460	171680	begging
171680	172060	for
172060	172500	you
172500	172840	to
172840	173060	take
173060	173460	my
173460	173920	hand
174280	174560	Ripped
174560	174880	my
174880	175420	plans,
175780	176080	that's
176080	176340	my
176340	176780	man
177020	177160	You
177160	177300	know
177300	177500	that
177500	177760	my
177760	178180	train
178180	178520	could
178520	178800	take
178800	179180	you
179180	179600	home
179980	180600	Anywhere
180600	181160	else
181160	181460	is
181460	182280	hollow
182800	183180	I'm
183180	183200	begging
183200	183460	for
183460	183980	you
183980	184300	to
184300	184520	take
184520	184900	my
184900	185360	hand
185620	185960	Ripped
185960	186240	my
186240	186780	plans,
187200	187520	that's
187520	187820	my
187820	188360	man
189610	189910	Hey,
190030	190370	that's
190370	190590	my
190590	191090	man
192730	193210	That's
193210	193490	my
193490	193850	man
195540	195940	That's
195940	196260	my
196260	196680	man
197340	197460	Every
197460	197660	bit
197660	197800	and
197800	198020	switch
198020	198400	was
198400	198580	a
198580	198860	work
198860	199320	of
199320	199780	art
199980	200400	That's
200400	200720	my
200720	201200	man
202490	202750	Hey,
202850	203210	that's
203210	203490	my
203490	203970	man
205570	205670	I'm
205670	205950	begging
205950	206290	for
206290	206750	you
206750	207090	to
207090	207370	take
207370	207710	my
207710	208210	hand
208530	208810	Ripped
208810	209110	my
209110	209650	plans,
210070	210390	that's
210390	210750	my
210750	211290	man
